id,source_domain,end_domain
255,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Lead
256,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fluorine
257,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Calcium_fluoride
258,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nitrogen
259,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Oxygen
260,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Thorium
261,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Uranium
262,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Hesperium
263,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ausonium
264,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ida_Noddack
265,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Technetium
266,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Beta_decay
267,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutron
268,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Proton
269,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Electron
270,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutrino
271,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Paraffin_wax
272,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Silver
273,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Slow_neutron
274,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutron_capture
275,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Diffusion_equation
276,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_age_equation
277,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nobel_Prize_in_Physics
278,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclear_reaction
279,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Stockholm
280,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=4
281,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Columbia_University
282,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Otto_Hahn
283,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fritz_Strassmann
284,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Barium
285,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Lise_Meitner
286,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Otto_Frisch
287,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclear_fission
288,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Niels_Bohr
289,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Princeton_University
290,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi
291,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Willis_Lamb
292,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclear_power
293,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Binding_energy
294,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclide
295,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Transuranic_elements
296,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fission_products
297,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Chicago_Pile-1
298,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Pupin_Hall
299,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Herbert_L._Anderson
300,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Eugene_T._Booth
301,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/John_R._Dunning
302,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/G._N._Glasoe
303,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Francis_G._Slack
304,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/George_Washington_University
305,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Carnegie_Institution_of_Washington
306,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Hans_von_Halban
307,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Lew_Kowarski
308,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Joliot-Curie
309,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Le%C3%B3_Szil%C3%A1rd
310,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Uranium_oxide
311,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Radium
312,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Eldorado_Mining_and_Refining_Limited
313,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclear_reactor
314,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutron_moderator
315,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Graphite
316,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Navy_Department
317,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Eugene_Wigner
318,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Edward_Teller
319,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Einstein%E2%80%93Szil%C3%A1rd_letter
320,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
321,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nazi_Germany
322,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Atomic_bomb
323,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Advisory_Committee_on_Uranium
324,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/File:Enrico_Fermi_ID_badge.png
325,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/File:Enrico_Fermi_ID_badge.png
326,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Los_Alamos_National_Laboratory
327,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Office_of_Scientific_Research_and_Development
328,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/World_War_II
329,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Enriched_uranium
330,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Arthur_Compton
331,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Plutonium
332,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/University_of_Chicago
333,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Metallurgical_Laboratory
334,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Stone_%26_Webster
335,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Squash_(sport)
336,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Stagg_Field
337,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Chicago_Pile-1
338,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/James_B._Conant
339,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/National_Defense_Research_Committee
340,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Harvard_University
341,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ernest_O._Lawrence
342,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi
343,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/X-10_Graphite_Reactor
344,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory
345,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/DuPont
346,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/B_Reactor
347,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Hanford_Site
348,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Control_rod
349,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutron_poison
350,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Xenon-135
351,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/FERMIAC
352,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Analog_device
353,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Robert_Oppenheimer
354,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Los_Alamos_Laboratory
355,https://en.wikipedia.org/wiki/Enrico_Fermi,"https://en.wikipedia.org/wiki/Los_Alamos,_New_Mexico"
356,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/History_of_the_Teller%E2%80%93Ulam_design
357,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Aqueous_homogeneous_reactor
358,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Research_reactor
359,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Egon_Bretscher
360,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Trinity_test
361,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ernest_Lawrence
362,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Interim_Committee
363,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki
364,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Public_address_system
365,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/World_government
366,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Association_of_Los_Alamos_Scientists
367,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=5
368,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/U.S._National_Academy_of_Sciences
369,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Argonne_National_Laboratory
370,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/United_States_Department_of_Energy_National_Laboratories
371,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Neutron_scattering
372,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Leona_Marshall
373,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Maria_Mayer
374,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Spin%E2%80%93orbit_interaction
375,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/United_States_Atomic_Energy_Commission
376,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nicholas_Metropolis
377,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/John_von_Neumann
378,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Rayleigh%E2%80%93Taylor_instability
379,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Laura_Fermi
380,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi_Institute
381,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fission_bomb
382,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Stanislaw_Ulam
383,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Tritium
384,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nuclear_fusion
385,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Oppenheimer_security_hearing
386,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Owen_Chamberlain
387,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Geoffrey_Chew
388,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Jerome_Isaac_Friedman
389,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Marvin_Goldberger
390,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Tsung-Dao_Lee
391,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Arthur_Rosenfeld
392,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Sam_Treiman
393,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Jack_Steinberger
394,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Mildred_Dresselhaus
395,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Pion
396,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Muon
397,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Nucleon
398,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Statistical_methods
399,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Chen_Ning_Yang
400,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Shoichi_Sakata
401,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Quark_model
402,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Cosmic_radiation
403,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Spiral_galaxy
404,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_paradox
405,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Chicago
406,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Illinois
407,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=6
408,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Stomach_cancer
409,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Rockefeller_Chapel
410,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Samuel_K._Allison
411,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Oak_Woods_Cemetery
412,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=7
413,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=8
414,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Matteucci_Medal
415,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Hughes_Medal
416,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Franklin_Medal
417,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Rumford_Prize
418,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Medal_for_Merit
419,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/List_of_Fellows_of_the_Royal_Society_elected_in_1950
420,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Basilica_of_Santa_Croce
421,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Florence
422,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Time_(magazine)
423,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/C._P._Snow
424,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ernest_Rutherford
425,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Bohr_model
426,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Victor_Weisskopf
427,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_problem
428,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Alessandro_Volta
429,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Quark
430,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Lepton
431,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=9
432,https://en.wikipedia.org/wiki/Enrico_Fermi,"https://en.wikipedia.org/wiki/Santa_Croce,_Florence"
433,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/List_of_things_named_after_Enrico_Fermi
434,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermilab
435,https://en.wikipedia.org/wiki/Enrico_Fermi,"https://en.wikipedia.org/wiki/Batavia,_Illinois"
436,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_Gamma-ray_Space_Telescope
437,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_1
438,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_2
439,https://en.wikipedia.org/wiki/Enrico_Fermi,"https://en.wikipedia.org/wiki/Newport,_Michigan"
440,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi_Nuclear_Power_Plant_(Italy)
441,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Trino_Vercellese
442,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/RA-1_Enrico_Fermi
443,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Argentina
444,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Ivy_Mike
445,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermium
446,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/List_of_scientists_whose_names_are_used_in_chemical_element_names
447,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Fermi_Award
448,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=10
449,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
450,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/9653646
451,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
452,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/9653646
453,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
454,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/19918218
455,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
456,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/2379038
457,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Edoardo_Amaldi
458,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
459,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/362513
460,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/OCLC
461,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.worldcat.org/oclc/1448078
462,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=11
463,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2206634
464,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2836554
465,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2524379
466,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2852461
467,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2708656
468,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2768134
469,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2780595
470,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2798847
471,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2807581
472,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2807727
473,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2813070
474,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2837477
475,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2931762
476,https://en.wikipedia.org/wiki/Enrico_Fermi,https://worldwide.espacenet.com/textdoc?DB=EPODOC&IDX=US2969307
477,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/w/index.php?title=Enrico_Fermi&action=edit&section=12
478,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.dictionary.com/browse/fermi
479,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Random_House_Webster%27s_Unabridged_Dictionary
480,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.history.com/this-day-in-history/enrico-fermi-architect-of-the-nuclear-age-dies
481,https://en.wikipedia.org/wiki/Enrico_Fermi,https://www.nytimes.com/learning/general/onthisday/bday/0929.html
482,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/The_New_York_Times
483,https://en.wikipedia.org/wiki/Enrico_Fermi,https://web.archive.org/web/20170830153427/http://www.olgiateolona26giugno1959.org/10_lives/Sac.html
484,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.olgiateolona26giugno1959.org/10_lives/Sac.html
485,https://en.wikipedia.org/wiki/Enrico_Fermi,http://mathematica.sns.it/autori/1173/
486,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikisource.org/?curid=1059488
487,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.goilombardia.it/massoni-illustri/enrico-fermi
488,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.phys.uniroma1.it/DipWeb/museo/fermi.html
489,https://en.wikipedia.org/wiki/Enrico_Fermi,http://fermi.lib.uchicago.edu/fermibiog.htm
490,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/University_of_Chicago
491,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Paolo_Mieli
492,https://en.wikipedia.org/wiki/Enrico_Fermi,https://web.archive.org/web/20131019204537/http://archiviostorico.corriere.it/2001/ottobre/02/Cosi_Fermi_scopri_natura_vessatoria_co_0_0110022882.shtml
493,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Corriere_della_Sera
494,https://en.wikipedia.org/wiki/Enrico_Fermi,http://archiviostorico.corriere.it/2001/ottobre/02/Cosi_Fermi_scopri_natura_vessatoria_co_0_0110022882.shtml
495,https://en.wikipedia.org/wiki/Enrico_Fermi,https://web.archive.org/web/20120907065146/http://www.archivi.beniculturali.it/DGA-free/Strumenti/Strumenti_CLXVII.pdf
496,https://en.wikipedia.org/wiki/Enrico_Fermi,http://www.archivi.beniculturali.it/DGA-free/Strumenti/Strumenti_CLXVII.pdf
497,https://en.wikipedia.org/wiki/Enrico_Fermi,http://primolevicenter.org/printed-matter/a-legal-examination-of-mussolinis-race-laws/
498,https://en.wikipedia.org/wiki/Enrico_Fermi,http://microboone-docdb.fnal.gov/cgi-bin/RetrieveFile?docid=953;filename=FermiBetaDecay1934.pdf;version=1
499,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/American_Journal_of_Physics
500,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Bibcode
501,https://en.wikipedia.org/wiki/Enrico_Fermi,http://adsabs.harvard.edu/abs/1968AmJPh..36.1150W
502,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Digital_object_identifier
503,https://en.wikipedia.org/wiki/Enrico_Fermi,https://doi.org/10.1119%2F1.1974382
